date,description,amount
2025-09-05,Payroll Direct Deposit,3040.64
2025-10-01,Chipotle Mexican Grill,-107.84
2025-08-04,Rent Payment,-2484.82
2026-03-27,Internet Service,-345.71
2026-04-13,Restaurant Dinner,-32.81
2025-10-21,Electric Bill,-27.34
2026-03-29,Walmart Supercenter,-124.98
2025-08-01,Chipotle Mexican Grill,-153.41
2026-02-03,Whole Foods Market,-378.42
2025-12-26,Rent Payment,-2480.69
2025-12-27,Payroll Direct Deposit,7799.65
2025-12-19,Dental Cleaning,-70.66
2025-07-31,Dental Cleaning,-42.04
2025-09-01,Apple iTunes,-145.46
2025-09-29,CVS Pharmacy,-127.88
2026-02-08,CVS Pharmacy,-458.89
2025-09-19,Apple iTunes,-123.29
2026-05-26,Spotify Premium,-324.02
2026-01-10,Electric Bill,-248.24
2025-09-28,Grocery Store,-370.48
2026-05-28,Target Store,-328.9
2025-07-05,Dental Cleaning,-234.88
2025-08-08,Home Depot,-430.91
2026-02-27,Apple iTunes,-230.3
2026-01-05,Chipotle Mexican Grill,-113.5
2025-11-11,Software Subscription,-452.36
2025-11-01,Rent Payment,-2520.66
2026-03-20,Internet Service,-485.41
2025-10-20,Insurance Premium,-482.8
2026-01-03,Amazon Purchase,-389.35
2025-10-01,Restaurant Dinner,-457.23
2025-10-02,Shell Gas Station,-115.07
2025-07-07,Software Subscription,-255.61
2025-09-06,Restaurant Dinner,-162.9
2025-08-24,Whole Foods Market,-348.61
2025-10-16,Gas Station,-421.48
2025-07-13,Target Store,-81.15
2025-08-24,Uber Ride,-451.74
2025-09-24,Electric Bill,-232.44
2025-11-10,CVS Pharmacy,-214.02
2025-09-30,Electric Bill,-415.16
2025-10-29,Whole Foods Market,-195.73
2025-12-28,Grocery Store,-371.02
2025-09-02,Amazon Purchase,-402.73
2026-04-13,Doctor Visit Copay,-149.01
2025-09-24,Payroll Direct Deposit,3052.46
2025-07-07,Amazon Purchase,-411.39
2025-07-26,Chipotle Mexican Grill,-359.05
2025-12-29,Parking Fee,-465.73
2025-10-22,Whole Foods Market,-241.12
2025-12-05,Rent Payment,-2388.14
2026-02-15,Uber Ride,-290.5
2025-08-26,Hotel Stay,-300.31
2025-11-25,Internet Service,-310.95
2026-03-09,Gym Membership,-54.72
2025-08-17,Insurance Premium,-372.05
2025-10-06,Hotel Stay,-209.81
2026-03-14,Dental Cleaning,-497.01
2025-09-23,Insurance Premium,-200.49
2025-07-31,Amazon Purchase,-166.18
2025-12-08,Whole Foods Market,-311.29
2026-05-18,Netflix Subscription,-90
2026-01-10,Uber Ride,-470.79
2026-04-14,Restaurant Dinner,-154.37
2026-05-28,Spotify Premium,-421.11
2026-02-12,Netflix Subscription,-189.11
2026-02-11,Internet Service,-91.47
2026-02-23,Rent Payment,-2698.05
2025-11-24,Restaurant Dinner,-302.7
2025-12-17,Walmart Supercenter,-460.26
2026-03-07,Grocery Store,-189.79
2025-11-19,Insurance Premium,-147.8
2026-05-05,Dental Cleaning,-256.38
2025-12-06,Software Subscription,-282.72
2026-04-10,Home Depot,-378.9
2025-08-11,Starbucks Coffee,-381.32
2025-12-14,Electric Bill,-241.83
2026-02-09,Parking Fee,-280.91
2026-04-11,Dental Cleaning,-47.04
2026-01-17,Flight Booking,-142.55
2025-10-08,Internet Service,-233.05
2026-05-28,Chipotle Mexican Grill,-120.48
2026-01-03,Rent Payment,-2408.68
2025-08-09,Target Store,-15.18
2026-01-15,Dental Cleaning,-462.47
2025-12-15,Gym Membership,-243.85
2025-07-20,Starbucks Coffee,-461.88
2025-08-05,Gas Station,-290.69
2025-08-04,Gas Station,-117.8
2025-09-18,Spotify Premium,-30.84
2025-08-23,Doctor Visit Copay,-441.87
2026-05-14,Spotify Premium,-359.08
2025-10-25,Parking Fee,-455.35
2026-05-21,Chipotle Mexican Grill,-175.65
2025-12-13,Internet Service,-35.04
2025-12-17,Gas Station,-169.55
2025-11-22,Home Depot,-289.66
2026-03-26,Insurance Premium,-110.68
2025-10-06,Rent Payment,-2158.84
2026-05-05,Amazon Purchase,-226.85
2026-03-10,Spotify Premium,-184.06
2025-09-29,Apple iTunes,-447.67
2025-08-16,Uber Ride,-474.62
2026-03-11,Dental Cleaning,-398.06
2025-09-20,Software Subscription,-430.58
2026-05-06,Whole Foods Market,-45.18
2026-04-30,Gas Station,-62.1
2025-11-26,Doctor Visit Copay,-228.33
2025-10-30,Dental Cleaning,-156.92
2025-10-13,Payroll Direct Deposit,3754.91
2025-07-01,Uber Ride,-268.41
2026-01-29,Internet Service,-424.01
2026-04-09,Software Subscription,-150.34
2026-02-25,Shell Gas Station,-79.71
2025-12-19,Grocery Store,-362.68
2025-07-01,Internet Service,-29.16
2025-10-26,Home Depot,-136.78
2026-03-27,Home Depot,-375.97
2025-11-01,CVS Pharmacy,-122.71
2026-02-19,Grocery Store,-265.26
2025-11-26,Apple iTunes,-304.24
2025-07-30,Uber Ride,-383.89
2025-12-23,Parking Fee,-83.38
2026-03-18,Walmart Supercenter,-253.22
2025-07-25,Parking Fee,-465.6
2026-03-11,Insurance Premium,-307.88
2025-11-06,Gym Membership,-232.19
2025-12-24,Grocery Store,-106.09
2026-01-29,Restaurant Dinner,-123.93
2025-10-20,Apple iTunes,-416.64
2025-08-10,Target Store,-231.96
2026-03-31,Walmart Supercenter,-230.58
2026-05-03,Target Store,-295.53
2025-11-08,Insurance Premium,-377.72
2025-10-02,Gas Station,-29.87
2025-10-29,Starbucks Coffee,-77.14
2026-02-15,Electric Bill,-482.31
2025-11-09,Whole Foods Market,-437.63
2025-07-22,Payroll Direct Deposit,3718.66
2026-05-07,Electric Bill,-131.94
2026-01-14,Whole Foods Market,-12.07
2026-02-07,Netflix Subscription,-335.12
2025-07-04,Uber Ride,-400.81
2025-11-12,Shell Gas Station,-466.81
2026-04-26,Walmart Supercenter,-85.77
2025-10-11,Gas Station,-451.86
2025-10-21,Target Store,-269.28
2026-03-31,Whole Foods Market,-376.3
2025-08-29,Parking Fee,-44.95
2026-05-31,Software Subscription,-67.96
2025-08-09,Electric Bill,-312.01
2025-11-15,Gas Station,-119.77
2025-12-08,Home Depot,-106.62
2025-11-02,Restaurant Dinner,-455.89
2026-01-03,Gym Membership,-475.99
2025-07-22,Whole Foods Market,-171.94
2025-12-30,Payroll Direct Deposit,6670.46
2026-04-22,Doctor Visit Copay,-167.57
2025-07-18,Doctor Visit Copay,-438.61
2025-10-26,Electric Bill,-383.94
2026-03-05,Shell Gas Station,-273.79
2026-05-16,Parking Fee,-338.96
2025-12-22,Chipotle Mexican Grill,-77.55
2026-05-23,Starbucks Coffee,-36.92
2026-05-23,Shell Gas Station,-447.7
2025-11-10,Target Store,-450.23
2025-10-11,Rent Payment,-1454.31
2025-08-31,Parking Fee,-391.7
2025-11-18,Gym Membership,-395.49
2025-07-18,Spotify Premium,-197.84
2025-11-07,Shell Gas Station,-176.99
2025-11-08,Apple iTunes,-280.41
2025-08-02,Netflix Subscription,-414.82
2026-05-03,Walmart Supercenter,-191.35
2025-07-25,Electric Bill,-384.5
2025-08-06,Electric Bill,-260.16
2025-12-31,Chipotle Mexican Grill,-35.93
2026-05-29,Shell Gas Station,-307.17
2025-09-21,Chipotle Mexican Grill,-262.96
2025-07-04,Dental Cleaning,-62.4
2025-12-11,Parking Fee,-371.05
2025-12-04,Electric Bill,-386.94
2025-10-03,Spotify Premium,-475.44
2026-04-16,Netflix Subscription,-82.24
2025-09-03,Parking Fee,-443.7
2026-04-30,Insurance Premium,-495.74
2025-09-04,Chipotle Mexican Grill,-115.86
2026-04-11,Internet Service,-288.32
2025-12-20,Amazon Purchase,-415.71
2025-12-26,Home Depot,-250.34
2025-09-18,Uber Ride,-297.62
2026-03-31,Netflix Subscription,-356.01
2026-04-17,Starbucks Coffee,-412.09
2026-04-11,Netflix Subscription,-216.05
2025-08-07,Chipotle Mexican Grill,-394.87
2026-03-12,Grocery Store,-149.32
2025-10-04,Starbucks Coffee,-108.48
2025-09-27,Uber Ride,-322.35
2025-09-07,Parking Fee,-436.75
2026-05-31,Restaurant Dinner,-350.09
2025-12-31,Netflix Subscription,-110.67
2026-02-12,Rent Payment,-2310.98
2026-03-07,Starbucks Coffee,-27.95
2025-10-04,Payroll Direct Deposit,3919.27
2026-03-28,Whole Foods Market,-198.3
2025-11-07,Payroll Direct Deposit,7296.08
2026-02-05,Rent Payment,-2324.16
2025-10-27,Insurance Premium,-402.54
2025-12-29,Software Subscription,-323.73
2025-08-04,Uber Ride,-49.31
2026-04-05,Electric Bill,-94.81
2025-09-05,Netflix Subscription,-227.82
2026-02-13,Spotify Premium,-43.76
2025-10-06,Netflix Subscription,-176.16
2025-07-19,Home Depot,-428.18
2026-03-12,Software Subscription,-155.12
2026-02-12,Doctor Visit Copay,-219.28
2025-12-21,Parking Fee,-481.6
2025-10-20,Uber Ride,-198.31
2025-12-09,Dental Cleaning,-406.89
2026-05-13,CVS Pharmacy,-302.96
2025-07-23,Electric Bill,-141.72
2025-10-28,Rent Payment,-2660.44
2026-02-17,Software Subscription,-431.84
2025-12-17,Walmart Supercenter,-313.38
2025-12-10,Gym Membership,-212.74
2025-07-18,Rent Payment,-1897.37
2026-02-01,Target Store,-277.03
2026-05-03,Target Store,-89.12
2025-12-09,Walmart Supercenter,-452.46
2026-01-21,Doctor Visit Copay,-316.28
2025-12-18,Payroll Direct Deposit,7494.79
2026-01-02,Internet Service,-38.6
2025-07-05,Internet Service,-410.22
2025-08-25,Home Depot,-192.94
2026-01-22,Shell Gas Station,-36.49
2025-08-10,Apple iTunes,-168.49
2025-08-22,Target Store,-157.89
2025-11-03,Starbucks Coffee,-434.4
2026-03-18,Apple iTunes,-382
2026-03-17,Amazon Purchase,-466.62
2025-07-02,Whole Foods Market,-269.25
2025-11-28,Electric Bill,-458.19
2026-01-16,Electric Bill,-188.86
2026-02-06,Home Depot,-476.47
2025-11-26,Target Store,-220.71
2026-03-21,Amazon Purchase,-9.89
2025-08-12,Amazon Purchase,-439.91
2026-02-26,Doctor Visit Copay,-365.23
2025-12-21,Netflix Subscription,-213.52
2025-09-29,Dental Cleaning,-125.73
2026-01-27,Uber Ride,-209.61
2026-01-19,Chipotle Mexican Grill,-272.01
2026-03-11,Home Depot,-404.61
2025-12-14,Gas Station,-130.94
2025-12-05,Apple iTunes,-174.96
2025-08-16,Insurance Premium,-461.98
2026-02-08,CVS Pharmacy,-265.26
2026-01-05,Gas Station,-69.49
2026-03-10,Electric Bill,-193.47
2025-10-12,Doctor Visit Copay,-385.46
2025-11-04,Electric Bill,-471.63
2026-04-19,Parking Fee,-334.07
2026-02-11,Electric Bill,-392.47
2026-05-28,Amazon Purchase,-61.29
2025-11-01,Software Subscription,-252
2025-11-11,Netflix Subscription,-184.41
2025-07-06,Dental Cleaning,-314.77
2026-02-02,Software Subscription,-323.22
2026-05-18,Software Subscription,-352.04
2025-08-04,Flight Booking,-356.95
2026-05-26,Uber Ride,-354.91
2025-07-15,Parking Fee,-301.88
2025-09-28,Dental Cleaning,-324.55
2026-04-22,Parking Fee,-183.58
2026-02-19,Target Store,-476.86
2026-01-29,Payroll Direct Deposit,3900.6
2025-09-24,Gas Station,-159.96
2025-08-19,Payroll Direct Deposit,4135.71
2026-03-15,Spotify Premium,-388.1
2026-01-26,CVS Pharmacy,-302.21
2025-11-23,Grocery Store,-150.79
2025-11-20,Flight Booking,-185.18
2025-12-19,Home Depot,-476.1
2026-05-12,Internet Service,-238.37
2026-04-03,Hotel Stay,-467.6
2026-02-08,Restaurant Dinner,-463.94
2025-11-10,Chipotle Mexican Grill,-78.89
2025-08-18,Grocery Store,-168.03
2026-04-03,Software Subscription,-167.54
2026-02-21,Gym Membership,-40.56
2026-02-20,Doctor Visit Copay,-434.21
2025-09-07,Grocery Store,-232.61
2026-02-21,Rent Payment,-2022.7
2025-10-27,Rent Payment,-2571.71
2025-10-15,Spotify Premium,-84.08
2025-11-21,Chipotle Mexican Grill,-361.14
2025-12-15,Payroll Direct Deposit,5695.96
2026-03-16,Target Store,-323.04
2025-08-29,Gas Station,-275.47
2025-08-30,Amazon Purchase,-183.93
2025-10-14,Internet Service,-425.65
2025-10-25,Payroll Direct Deposit,3917.37
2026-02-12,Internet Service,-40.57
2025-07-26,Restaurant Dinner,-182.95
2025-07-27,Shell Gas Station,-106.63
2025-09-13,Netflix Subscription,-466.01
2025-09-17,Uber Ride,-476.26
2025-08-24,Gas Station,-148.64
2025-08-07,CVS Pharmacy,-285.27
2026-01-11,Walmart Supercenter,-6.05
2026-05-28,Amazon Purchase,-314.84
2025-10-04,Starbucks Coffee,-382.08
2025-07-06,Electric Bill,-404.59
2025-10-11,Grocery Store,-488.4
2025-11-20,Internet Service,-427.17
2025-08-23,Whole Foods Market,-385.15
2026-02-20,Target Store,-180.9
2025-09-30,Internet Service,-383.27
2026-03-08,Walmart Supercenter,-83.59
2026-04-30,Electric Bill,-59.85
2026-01-13,Flight Booking,-47.12
2025-11-10,Starbucks Coffee,-159.95
2026-01-26,Walmart Supercenter,-107.51
2026-03-24,Walmart Supercenter,-14.51
2025-12-03,Flight Booking,-396.49
2026-05-28,Parking Fee,-155.49
2026-05-25,Home Depot,-72.21
2026-02-06,Payroll Direct Deposit,3742.48
2026-02-19,Netflix Subscription,-261.64
2025-09-30,Uber Ride,-433.14
2025-11-22,Payroll Direct Deposit,4847.63
2026-05-11,Restaurant Dinner,-420.53
2026-05-10,Home Depot,-333.31
2026-04-17,Hotel Stay,-175.73
2025-07-31,Shell Gas Station,-251.45
2026-03-16,Flight Booking,-19.16
2026-05-10,Amazon Purchase,-54.01
2025-07-15,Internet Service,-69.7
2025-10-26,Netflix Subscription,-153.17
2025-11-23,Hotel Stay,-245.4
2025-11-13,Chipotle Mexican Grill,-176.81
2026-05-19,CVS Pharmacy,-287.84
2026-01-09,Electric Bill,-301.91
2025-12-14,Spotify Premium,-130.06
2025-11-27,Home Depot,-488.52
2026-02-23,Software Subscription,-85.96
2025-12-05,Flight Booking,-142.54
2026-01-14,Shell Gas Station,-74.58
2025-12-26,Gym Membership,-427.7
2026-04-22,Dental Cleaning,-96.05
2025-11-02,Chipotle Mexican Grill,-188.37
2025-09-11,Parking Fee,-218.16
2025-12-29,Parking Fee,-35.06
2026-02-22,Hotel Stay,-457
2025-12-25,Walmart Supercenter,-383.5
2025-08-22,Apple iTunes,-436.04
2026-05-30,Amazon Purchase,-193.68
2025-07-30,Gas Station,-197.48
2026-05-27,Internet Service,-128.09
2025-08-12,Rent Payment,-2725.64
2025-08-22,Whole Foods Market,-46.84
2026-04-21,Spotify Premium,-391.06
2026-02-02,Shell Gas Station,-376.49
2025-07-05,Restaurant Dinner,-217.82
2025-10-29,Home Depot,-191.57
2025-12-24,Dental Cleaning,-6.38
2026-01-27,Amazon Purchase,-395.42
2026-02-26,Flight Booking,-150.9
2025-12-31,Doctor Visit Copay,-240.56
2026-03-16,Parking Fee,-323.82
2025-07-16,Software Subscription,-380.28
2026-04-01,Grocery Store,-327.9
2026-03-05,Home Depot,-438.64
2025-12-31,Electric Bill,-481.6
2026-05-28,Home Depot,-254.02
2025-12-27,Chipotle Mexican Grill,-478.68
2026-04-07,Electric Bill,-218.45
2025-09-02,Internet Service,-65.99
2026-01-05,Flight Booking,-233.85
2025-10-05,Hotel Stay,-236.47
2026-05-21,Hotel Stay,-288.81
2025-09-08,Spotify Premium,-431.77
2025-12-02,Netflix Subscription,-242.47
2026-04-29,Rent Payment,-2637.47
2025-10-15,Insurance Premium,-416.37
2025-10-25,Chipotle Mexican Grill,-202.02
2026-04-07,Chipotle Mexican Grill,-305.53
2026-04-27,Target Store,-441.27
2025-10-06,Dental Cleaning,-221.69
2025-11-08,Doctor Visit Copay,-486.56
2026-04-02,Shell Gas Station,-16.15
2026-01-31,Shell Gas Station,-312.51
2026-01-17,Insurance Premium,-10.94
2025-08-19,Software Subscription,-39.07
2025-10-28,Target Store,-411.54
2025-08-13,Payroll Direct Deposit,6999.28
2026-04-08,Gas Station,-446.43
2025-11-24,Gas Station,-157.02
2026-03-19,Netflix Subscription,-152.4
2026-05-15,Doctor Visit Copay,-148.84
2025-07-09,Rent Payment,-2903.7
2025-10-31,Payroll Direct Deposit,5409.29
2026-04-14,Target Store,-435.55
2026-02-01,Target Store,-219.15
2025-11-10,Apple iTunes,-417.31
2025-08-18,Electric Bill,-451.78
2026-04-20,CVS Pharmacy,-359.53
2026-05-23,Home Depot,-11.13
2026-05-22,Amazon Purchase,-225.82
2026-03-16,Payroll Direct Deposit,4861.07
2026-02-18,Whole Foods Market,-55.76
2026-04-22,Chipotle Mexican Grill,-260.03
2025-08-23,Flight Booking,-32.48
2025-10-22,Parking Fee,-132.95
2026-01-13,CVS Pharmacy,-406.35
2026-02-23,Rent Payment,-2841.18
2026-04-15,Amazon Purchase,-210.7
2025-12-08,Electric Bill,-38.67
2025-09-02,Home Depot,-353.57
2025-07-24,Gym Membership,-465.29
2026-01-11,Shell Gas Station,-342.64
2025-11-03,Insurance Premium,-74.67
2026-02-20,Chipotle Mexican Grill,-25.6
2025-10-13,CVS Pharmacy,-479.92
2025-08-05,Software Subscription,-109.42
2025-07-20,Insurance Premium,-19.78
2025-08-12,Home Depot,-188.97
2026-01-18,Software Subscription,-370.3
2025-12-14,Shell Gas Station,-241.43
2025-10-10,Amazon Purchase,-183.66
2025-10-01,Uber Ride,-178.31
2026-05-18,Shell Gas Station,-386.95
2025-10-08,Parking Fee,-193.28
2025-09-02,Grocery Store,-296.34
2026-03-29,Electric Bill,-97.24
2025-09-19,Dental Cleaning,-300.72
2025-07-08,Starbucks Coffee,-72.97
2025-12-30,Home Depot,-193.85
2026-03-08,Target Store,-134.16
2026-03-12,Amazon Purchase,-232.35
2025-10-01,Flight Booking,-401.55
2026-05-01,Chipotle Mexican Grill,-206.67
2025-11-15,Flight Booking,-255.21
2026-02-14,Dental Cleaning,-74.11
2025-07-11,Hotel Stay,-238.26
2025-09-24,Chipotle Mexican Grill,-219.96
2026-05-28,Payroll Direct Deposit,5537.1
2025-11-22,Starbucks Coffee,-102.41
2026-05-29,Uber Ride,-187.55
2026-02-27,CVS Pharmacy,-204.88
2025-12-26,Chipotle Mexican Grill,-200.84
2025-10-31,CVS Pharmacy,-372.7
2025-08-27,Parking Fee,-155.48
2026-03-31,Spotify Premium,-154.17
2025-11-22,Target Store,-110.67
2026-03-10,Gas Station,-10.4
2025-09-26,Insurance Premium,-458.82
2025-08-02,Home Depot,-233.58
2025-08-30,Flight Booking,-255.84
2026-01-08,Walmart Supercenter,-225.07
2026-02-18,Spotify Premium,-344.31
2025-07-21,Starbucks Coffee,-136.43
2025-12-13,Dental Cleaning,-484.75
2026-05-14,Rent Payment,-2414.19
2026-03-17,Insurance Premium,-144.83
2025-08-29,Netflix Subscription,-262.75
2026-01-15,Gas Station,-349.52
2025-09-19,Whole Foods Market,-421.72
2026-01-15,Gas Station,-427.37
2025-09-06,Internet Service,-160.31
2026-05-20,Home Depot,-228.96
2025-12-25,Home Depot,-456.23
2025-07-22,Shell Gas Station,-246.14
2026-02-21,Doctor Visit Copay,-17.6
2026-01-12,Doctor Visit Copay,-312.14
2025-07-10,Software Subscription,-457.87
2026-03-29,Target Store,-438.9
2026-01-05,Internet Service,-292.4
2025-08-03,Grocery Store,-68.38
2025-10-12,Shell Gas Station,-322.1
2025-09-08,Dental Cleaning,-170.42
2025-11-19,Target Store,-492.74
2025-11-16,Electric Bill,-90.91
2025-12-11,Gas Station,-329.94
2025-12-19,Spotify Premium,-293.89
2026-01-13,Electric Bill,-426.36
2025-12-13,Payroll Direct Deposit,4286.1
2025-12-22,Flight Booking,-484.39
2025-12-09,Restaurant Dinner,-421.28
2026-01-13,Insurance Premium,-113.29
2025-10-04,Payroll Direct Deposit,3483.49
2025-12-07,Rent Payment,-2552.09
2026-02-19,Parking Fee,-276.53
2026-03-02,CVS Pharmacy,-37.1
2025-08-08,Electric Bill,-109.35
2025-10-22,Grocery Store,-479.18
2025-10-06,Flight Booking,-209.74
2025-09-16,Starbucks Coffee,-158.39
2025-07-02,Uber Ride,-234.93
2025-08-06,Grocery Store,-338.39
2026-01-21,Apple iTunes,-253.9
2025-08-25,Starbucks Coffee,-31.28
2026-05-23,Walmart Supercenter,-254.34
2025-09-02,Internet Service,-443.97
2025-07-07,Shell Gas Station,-100.06
2025-10-25,Dental Cleaning,-52.68
2025-11-14,Apple iTunes,-88.66
2026-04-25,Whole Foods Market,-365.47
2026-03-14,Gym Membership,-42.62
2025-12-06,Shell Gas Station,-151.45
2025-10-18,Flight Booking,-18.24
2026-01-31,Target Store,-103.96
2026-02-25,Target Store,-422.64
2025-09-03,Parking Fee,-9.53
2026-01-02,Apple iTunes,-243.87
2026-04-13,Payroll Direct Deposit,6963.12
2025-12-23,Target Store,-430.62
2026-02-24,CVS Pharmacy,-430.21
2025-11-12,Grocery Store,-122.52
2026-03-30,Shell Gas Station,-86.89
2026-02-04,Internet Service,-428.28
2025-10-04,Hotel Stay,-41.97
2026-04-17,Software Subscription,-220.87
2026-03-21,Grocery Store,-182.85
2026-01-01,Dental Cleaning,-218.25
2025-12-27,Spotify Premium,-86.51
2025-07-12,Home Depot,-361.38
2025-12-27,Target Store,-279.75
2025-09-24,Payroll Direct Deposit,4662.55
2026-04-16,Dental Cleaning,-431.98
2026-02-01,Starbucks Coffee,-266.62
2026-05-08,Restaurant Dinner,-16.15
2026-01-07,Internet Service,-440.99
2025-09-27,Hotel Stay,-238.32
2026-03-10,Amazon Purchase,-154.39
2026-02-27,Dental Cleaning,-246.35
2026-05-10,Software Subscription,-240.04
2026-04-17,Hotel Stay,-382.31
2026-01-30,Whole Foods Market,-67.15
2026-03-04,Walmart Supercenter,-139.15
2025-09-23,Apple iTunes,-291.67
2025-07-23,CVS Pharmacy,-324.32
2025-08-01,Starbucks Coffee,-335.38
2026-02-17,Restaurant Dinner,-327.92
2026-03-05,Hotel Stay,-429.36
2026-02-13,Software Subscription,-121.24
2026-02-07,Chipotle Mexican Grill,-242.31
2025-12-12,Amazon Purchase,-265.75
2025-09-02,Netflix Subscription,-181.95
2026-02-12,Doctor Visit Copay,-114.55
2025-10-02,Electric Bill,-17.58
2025-11-21,Gym Membership,-284.74
2026-05-20,Netflix Subscription,-461.51
2025-09-10,Spotify Premium,-115.31
2025-11-10,Insurance Premium,-47.26
2026-05-25,Electric Bill,-330.15
2025-09-14,Hotel Stay,-298.21
2025-10-03,Software Subscription,-34.95
2025-12-22,Doctor Visit Copay,-63.26
2026-05-12,Whole Foods Market,-368.3
2025-08-03,Insurance Premium,-426.35
2025-08-06,Rent Payment,-2357.07
2026-04-08,Payroll Direct Deposit,7599.45
2025-12-03,Hotel Stay,-62.59
2026-01-31,CVS Pharmacy,-389.73
2025-12-27,Apple iTunes,-426.79
2025-12-27,Walmart Supercenter,-182.18
2025-09-29,Gym Membership,-481.88
2026-02-16,Hotel Stay,-263.1
2025-07-20,Parking Fee,-404.57
2025-08-05,Payroll Direct Deposit,4671.35
2026-01-19,Hotel Stay,-404.97
2026-05-18,Target Store,-217.29
2026-03-19,Rent Payment,-2564.29
2025-08-06,Apple iTunes,-48.01
2026-03-27,Doctor Visit Copay,-181.17
2025-07-23,Target Store,-459.61
2026-01-11,Uber Ride,-431.79
2025-12-10,Insurance Premium,-139.6
2025-09-05,Apple iTunes,-269.03
2025-11-02,Doctor Visit Copay,-458.75
2026-05-26,Walmart Supercenter,-172.08
2026-02-28,Software Subscription,-334.14
2026-05-09,Home Depot,-396.08
2025-07-16,Dental Cleaning,-349.11
2026-03-07,Chipotle Mexican Grill,-85.98
2026-05-31,Payroll Direct Deposit,5233.44
2026-03-14,Insurance Premium,-105.5
2025-07-06,Hotel Stay,-71.27
2026-05-21,Dental Cleaning,-108.85
2026-01-21,Flight Booking,-290.02
2025-09-03,Payroll Direct Deposit,7572.12
2026-05-06,Dental Cleaning,-214.9
2026-02-04,Internet Service,-309.7
2026-04-10,Apple iTunes,-27.67
2025-11-16,Gym Membership,-78.58
2026-02-04,Internet Service,-139.67
2026-04-27,Chipotle Mexican Grill,-53.59
2026-03-24,Uber Ride,-108.22
2025-11-30,CVS Pharmacy,-239.87
2025-12-11,Chipotle Mexican Grill,-332.47
2026-02-21,Grocery Store,-20.46
2025-12-03,Hotel Stay,-388.29
2025-12-13,Software Subscription,-390.52
2025-11-26,Apple iTunes,-415.67
2025-08-16,Flight Booking,-353.11
2026-05-02,Hotel Stay,-475.83
2026-03-26,CVS Pharmacy,-287.09
2026-04-14,Walmart Supercenter,-459.15
2026-05-08,Software Subscription,-456.27
2025-08-18,CVS Pharmacy,-289.91
2026-05-23,Chipotle Mexican Grill,-38
2026-04-29,Internet Service,-234.68
2026-05-17,Insurance Premium,-320.45
2026-04-22,Gym Membership,-305.17
2025-08-16,Restaurant Dinner,-82.32
2025-10-11,Flight Booking,-371.89
2026-05-12,Uber Ride,-213.13
2025-10-27,Whole Foods Market,-484.82
2026-01-06,Amazon Purchase,-263.61
2025-08-28,Software Subscription,-6.35
2026-02-04,Insurance Premium,-240
2026-03-20,Starbucks Coffee,-395.6
2026-02-20,Apple iTunes,-415.67
2025-11-25,Apple iTunes,-109.14
2025-09-23,Netflix Subscription,-60.6
2025-10-02,Dental Cleaning,-438.2
2026-05-26,Whole Foods Market,-167.74
2025-09-28,Gym Membership,-164.04
2025-07-31,Rent Payment,-2836.06
2025-11-29,Gym Membership,-89.02
2026-05-13,Hotel Stay,-110.06
2025-10-26,Starbucks Coffee,-343.75
2025-07-14,Parking Fee,-275.64
2025-09-03,Gas Station,-250.71
2026-05-10,Gym Membership,-76.98
2026-04-21,Software Subscription,-215.48
2026-03-13,Starbucks Coffee,-384.34
2026-01-31,Dental Cleaning,-190.98
2026-01-20,Walmart Supercenter,-145.58
2026-02-09,Internet Service,-117.97
2026-01-24,Rent Payment,-2356.06
2026-02-11,Whole Foods Market,-133.07
2026-02-13,Home Depot,-246.66
2026-04-27,Whole Foods Market,-193.69
2026-03-25,Chipotle Mexican Grill,-43.4
2026-03-29,Internet Service,-230.5
2026-03-20,Rent Payment,-1445.99
2026-01-04,Spotify Premium,-414.98
2025-08-19,Whole Foods Market,-189.47
2026-03-26,Walmart Supercenter,-294.03
2025-09-19,Doctor Visit Copay,-201.44
2026-03-26,Target Store,-51.59
2026-01-09,Software Subscription,-176.8
2026-04-13,Uber Ride,-406.78
2025-11-03,Restaurant Dinner,-454.34
2025-08-15,Apple iTunes,-259.78
2025-11-05,Doctor Visit Copay,-36.57
2026-03-26,Doctor Visit Copay,-362.99
2026-02-07,Whole Foods Market,-21.78
2025-11-30,Payroll Direct Deposit,4290.81
2026-04-13,Netflix Subscription,-195.74
2025-10-23,Target Store,-73.64
2025-10-03,Home Depot,-78.99
2026-04-11,Chipotle Mexican Grill,-16.09
2025-12-08,Walmart Supercenter,-391.65
2026-04-07,Internet Service,-336.01
2026-04-15,Target Store,-490.49
2025-07-26,Flight Booking,-245.54
2026-01-20,Payroll Direct Deposit,6291
2025-07-27,Gas Station,-112.26
2025-08-14,Gym Membership,-435.24
2026-03-15,Restaurant Dinner,-60.38
2025-08-27,Target Store,-383.34
2026-04-13,Spotify Premium,-399.05
2026-05-10,Software Subscription,-106
2025-10-27,Internet Service,-499.72
2026-04-25,CVS Pharmacy,-490.36
2025-07-22,Apple iTunes,-101.69
2025-12-06,Shell Gas Station,-371.36
2026-04-18,Restaurant Dinner,-37.43
2026-03-31,Parking Fee,-352.35
2026-03-01,Home Depot,-428.08
2025-07-22,Internet Service,-240.81
2026-05-30,Dental Cleaning,-61.93
2025-12-22,Payroll Direct Deposit,7443.15
2025-08-16,Internet Service,-385.4
2026-02-07,Whole Foods Market,-286.08
2026-02-19,Restaurant Dinner,-340.38
